genus	hgt_candidate	method	RAAU_cluster	blast_algorithm_type	blast_HGT_score	blast_hgt_taxonomy_level	blast_acceptor_lineage_at_hgt_taxonomy_level	blast_acceptor_lca_level	blast_acceptor_best_nonself_match_id	blast_acceptor_max_pident	blast_acceptor_max_bitscore	blast_acceptor_min_evalue	blast_acceptor_num_matches_at_lineage	blast_donor_num_matches_at_lineage	blast_total_num_matches	blast_donor_lineage_at_hgt_taxonomy_level	blast_donor_best_match_full_lineage	blast_donor_best_match_id	blast_donor_best_match_pident	blast_donor_max_bitscore	blast_donor_min_evalue	blast_alien_index	blast_hgt_index	blast_donor_distribution_index	blast_entropy	blast_entropy_normalized	blast_gini	blast_acceptor_sum_bitscore_per_group_01	blast_donor_sum_bitscore_per_group_01	blast_ahs_01_index	blast_transfer_index	blast_transfer_index_p_value	blast_transfer_index_adjusted_p_value	kofamscan_ko	kofamscan_threshold	kofamscan_score	kofamscan_evalue	kofamscan_ko_definition	hmmscan_domain_name	hmmscan_description	hmmscan_sequence_evalue	hmmscan_sequence_score	hmmscan_sequence_bias	hmmscan_best_domain_evalue	hmmscan_best_domain_score	pangenome_num_genes_in_cluster	pangenome_size	gff_seqid	gff_source	gff_feature	gff_start	gff_end	gff_score	gff_strand	gff_frame	gff_attribute	gff_seqid_length	gff_Dbxref	gff_end_range	gff_gbkey	gff_go_component	gff_go_function	gff_go_process	gff_ID	gff_locus_tag	gff_Name	gff_Note	gff_Ontology_term	gff_orig_transcript_id	gff_Parent	gff_partial	gff_product	gff_protein_id	gff_start_range	gff_frame_tally	gff_gene	gff_pseudo	gff_orig_protein_id	gff_transl_table	gff_exception
Pleurotus	SJKE01000003.1_cds_KAF4600357.1_4880_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	order	KAF9494506.1	37.9	391	2.5099999999999998e-110	3	1	5	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAG5221213.1	44.1	492	8.22e-141	70.19385042689103	22.87655719139298	0.8	1.3709505944546687	0.4883424549147684	0.31428571428571417	1.9410569105691056	1	-0.9410569105691056	NA	NA	NA	K05522	200.8	18.9	5.3e-5	endonuclease VIII [EC:3.2.2.- 4.2.99.18]	VOG07657	REFSEQ hypothetical protein	0.6	11.6	3.9	1.1	10.8	1	10	SJKE01000003.1	Genbank	CDS	753454	753738	.	+	0	ID=cds-KAF4600357.1;Parent=rna-gnl|WGS:SJKE|EYR38_004982-T1_mrna;Dbxref=NCBI_GP:KAF4600357.1;Name=KAF4600357.1;gbkey=CDS;locus_tag=EYR38_004982;orig_transcript_id=gnl|WGS:SJKE|EYR38_004982-T1_mrna;product=hypothetical protein;protein_id=KAF4600357.1	4667196	NCBI_GP:KAF4600357.1	NA	CDS	NA	NA	NA	cds-KAF4600357.1	EYR38_004982	KAF4600357.1	NA	NA	gnl|WGS:SJKE|EYR38_004982-T1_mrna	rna-gnl|WGS:SJKE|EYR38_004982-T1_mrna	NA	hypothetical protein	KAF4600357.1	NA	9	NA	NA	NA	NA	NA
Pleurotus	SJKE01000003.1_cds_KAF4600809.1_5332_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	class	KAF4602306.1	90.4	237	2.48e-63	98	1	99	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5221191.1	62.6	392	1.4899999999999996e-110	108.73098181093964	49.2845786963434	1	0.08146202691506	0.02901735946353151	0.14574314574314584	40.420918367346935	1	-39.420918367346935	NA	NA	NA	K14325	111.47	110.4	1.0999999999999999e-32	RNA-binding protein with serine-rich domain 1	VOG21286	REFSEQ putative glycoprotein 2	0.017	15.8	0	0.025	15.2	3	10	SJKE01000003.1	Genbank	CDS	2328752	2328944	.	-	0	ID=cds-KAF4600809.1;Parent=rna-gnl|WGS:SJKE|EYR38_005454-T1_mrna;Dbxref=InterPro:IPR000504,InterPro:IPR012677,InterPro:IPR035979,PFAM:PF00076,PFAM:PF13893,NCBI_GP:KAF4600809.1;Name=KAF4600809.1;Note=EggNog:ENOG410PRD5~COG:A;Ontology_term=GO:0003676;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA;locus_tag=EYR38_005454;orig_transcript_id=gnl|WGS:SJKE|EYR38_005454-T1_mrna;product=hypothetical protein;protein_id=KAF4600809.1	4667196	InterPro:IPR000504,InterPro:IPR012677,InterPro:IPR035979,PFAM:PF00076,PFAM:PF13893,NCBI_GP:KAF4600809.1	NA	CDS	NA	nucleic acid binding|0003676||IEA	NA	cds-KAF4600809.1	EYR38_005454	KAF4600809.1	EggNog:ENOG410PRD5~COG:A	GO:0003676	gnl|WGS:SJKE|EYR38_005454-T1_mrna	rna-gnl|WGS:SJKE|EYR38_005454-T1_mrna	NA	hypothetical protein	KAF4600809.1	NA	3	NA	NA	NA	NA	NA
Pleurotus	SJKE01000005.1_cds_KAF4596782.1_8001_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	class	KAF8071503.1	71.1	447	7.81e-127	98	1	99	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5219661.1	80.3	495	1.92e-141	33.63927107972853	10.19108280254777	1	0.08146202691506	0.02901735946353151	0.14574314574314584	79.13939393939394	1	-78.13939393939394	NA	NA	NA	K10903	116.1	248.8	8.099999999999997e-75	HUS1 checkpoint protein	VOG00220	sp|A7IY64|ISAA_STAXY Probable transglycosylase IsaA	0.0012	19	1.7	0.0023	18	9	10	SJKE01000005.1	Genbank	CDS	2576875	2576917	.	+	0	ID=cds-KAF4596782.1;Parent=rna-gnl|WGS:SJKE|EYR38_008173-T1_mrna;Dbxref=InterPro:IPR007150,PFAM:PF04005,NCBI_GP:KAF4596782.1;Name=KAF4596782.1;Note=EggNog:ENOG410PG4K~COG:D%2CL;Ontology_term=GO:0000077,GO:0030896;gbkey=CDS;go_component=checkpoint clamp complex|0030896||IEA;go_process=DNA damage checkpoint|0000077||IEA;locus_tag=EYR38_008173;orig_transcript_id=gnl|WGS:SJKE|EYR38_008173-T1_mrna;product=hypothetical protein;protein_id=KAF4596782.1	3175356	InterPro:IPR007150,PFAM:PF04005,NCBI_GP:KAF4596782.1	NA	CDS	checkpoint clamp complex|0030896||IEA	NA	DNA damage checkpoint|0000077||IEA	cds-KAF4596782.1	EYR38_008173	KAF4596782.1	EggNog:ENOG410PG4K~COG:D%2CL	GO:0000077,GO:0030896	gnl|WGS:SJKE|EYR38_008173-T1_mrna	rna-gnl|WGS:SJKE|EYR38_008173-T1_mrna	NA	hypothetical protein	KAF4596782.1	NA	7	NA	NA	NA	NA	NA
Pleurotus	SJKE01000011.1_cds_KAF4583590.1_2308_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	class	XP_001885806.1	76.2	634	4.0599999999999965e-183	98	1	99	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5220713.1	82.2	636	9.999999999999998e-184	1.4011829736136292	0.31496062992125984	1	0.08146202691506	0.02901735946353151	0.14574314574314584	90.65723270440252	1	-89.65723270440252	NA	NA	NA	K00469	92.33	420.2	7.2999999999999995e-127	inositol oxygenase [EC:1.13.99.1]	NA	NA	NA	NA	NA	NA	NA	1	10	SJKE01000011.1	Genbank	CDS	1084062	1084122	.	-	0	ID=cds-KAF4583590.1;Parent=rna-gnl|WGS:SJKE|EYR38_002345-T1_mrna;Dbxref=InterPro:IPR007828,PFAM:PF05153,NCBI_GP:KAF4583590.1;Name=KAF4583590.1;Note=EggNog:ENOG410PH5C~COG:S;Ontology_term=GO:0055114,GO:0019310,GO:0005506,GO:0050113,GO:0005737;gbkey=CDS;go_component=cytoplasm|0005737||IEA;go_function=iron ion binding|0005506||IEA,inositol oxygenase activity|0050113||IEA;go_process=oxidation-reduction process|0055114||IEA,inositol catabolic process|0019310||IEA;locus_tag=EYR38_002345;orig_transcript_id=gnl|WGS:SJKE|EYR38_002345-T1_mrna;product=hypothetical protein;protein_id=KAF4583590.1	1474326	InterPro:IPR007828,PFAM:PF05153,NCBI_GP:KAF4583590.1	NA	CDS	cytoplasm|0005737||IEA	iron ion binding|0005506||IEA,inositol oxygenase activity|0050113||IEA	oxidation-reduction process|0055114||IEA,inositol catabolic process|0019310||IEA	cds-KAF4583590.1	EYR38_002345	KAF4583590.1	EggNog:ENOG410PH5C~COG:S	GO:0055114,GO:0019310,GO:0005506,GO:0050113,GO:0005737	gnl|WGS:SJKE|EYR38_002345-T1_mrna	rna-gnl|WGS:SJKE|EYR38_002345-T1_mrna	NA	hypothetical protein	KAF4583590.1	NA	6	NA	NA	NA	NA	NA
Pleurotus	SJKE01000017.1_cds_KAF4580288.1_3181_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	YP_010243087.1	95.4	163	6.61e-41	43	27	71	Bacteria	Bacteria;Bacteria;Pseudomonadota;Gammaproteobacteria;unclassified Gammaproteobacteria order;unclassified Gammaproteobacteria family;unclassified Gammaproteobacteria genus;Gammaproteobacteria bacterium	MBV8802348.1	90.9	164	3.1999999999999976e-41	0.7254328440579201	0.6116207951070336	0.9925925925925926	1.055221105270825	0.3758773416855387	0.25955734406438624	37.670121951219514	10.565853658536586	-27.104268292682928	NA	NA	NA	K03882	100.7	93.2	8.9e-28	NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2]	VOG07516	sp|O91734|POLG_EC01F Genome polyprotein	1	10.5	8.7	1.4	10	3	10	SJKE01000017.1	Genbank	CDS	92605	92871	.	-	0	ID=cds-KAF4580288.1;Parent=rna-gnl|WGS:SJKE|EYR38_003257-T1_mrna;Dbxref=InterPro:IPR001133,InterPro:IPR039428,PFAM:PF00420,NCBI_GP:KAF4580288.1;Name=KAF4580288.1;Note=EggNog:ENOG410PSZK~COG:C~TransMembrane:2 (i21-43o55-78i);Ontology_term=GO:0042773,GO:0055114,GO:0016651;gbkey=CDS;gene=ND4L;go_function=oxidoreductase activity%2C acting on NAD(P)H|0016651||IEA;go_process=ATP synthesis coupled electron transport|0042773||IEA,oxidation-reduction process|0055114||IEA;locus_tag=EYR38_003257;orig_transcript_id=gnl|WGS:SJKE|EYR38_003257-T1_mrna;product=NADH dehydrogenase subunit 4L;protein_id=KAF4580288.1	120020	InterPro:IPR001133,InterPro:IPR039428,PFAM:PF00420,NCBI_GP:KAF4580288.1	NA	CDS	NA	oxidoreductase activity%2C acting on NAD(P)H|0016651||IEA	ATP synthesis coupled electron transport|0042773||IEA,oxidation-reduction process|0055114||IEA	cds-KAF4580288.1	EYR38_003257	KAF4580288.1	EggNog:ENOG410PSZK~COG:C~TransMembrane:2 (i21-43o55-78i)	GO:0042773,GO:0055114,GO:0016651	gnl|WGS:SJKE|EYR38_003257-T1_mrna	rna-gnl|WGS:SJKE|EYR38_003257-T1_mrna	NA	NADH dehydrogenase subunit 4L	KAF4580288.1	NA	1	ND4L	NA	NA	NA	NA
Pleurotus	SJKF01000003.1_cds_KAF4601756.1_4870_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	class	KAF4583697.1	68.7	723	1.3999999999999985e-210	28	1	31	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAF4598810.1	67.6	841	3.939999999999999e-246	1.4000534065417014e-10	15.089514066496164	0.9	0.547553154980007	0.1950423691275512	0.17972350230414746	7.122473246135553	1	-6.122473246135553	NA	NA	NA	K22804	339.73	9.3	0.02	structural maintenance of chromosomes protein 6	NA	NA	NA	NA	NA	NA	NA	1	10	SJKF01000003.1	Genbank	CDS	778507	778875	.	-	0	ID=cds-KAF4601756.1;Parent=rna-gnl|WGS:SJKF|EYR40_004955-T1_mrna;Dbxref=NCBI_GP:KAF4601756.1;Name=KAF4601756.1;Note=antiSMASH:Cluster_5~EggNog:ENOG410Q31C;gbkey=CDS;locus_tag=EYR40_004955;orig_transcript_id=gnl|WGS:SJKF|EYR40_004955-T1_mrna;product=hypothetical protein;protein_id=KAF4601756.1	4271997	NCBI_GP:KAF4601756.1	NA	CDS	NA	NA	NA	cds-KAF4601756.1	EYR40_004955	KAF4601756.1	antiSMASH:Cluster_5~EggNog:ENOG410Q31C	NA	gnl|WGS:SJKF|EYR40_004955-T1_mrna	rna-gnl|WGS:SJKF|EYR40_004955-T1_mrna	NA	hypothetical protein	KAF4601756.1	NA	5	NA	NA	NA	NA	NA
Pleurotus	SJKF01000003.1_cds_KAF4602011.1_5125_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	order	KAF4575056.1	100	211	7.8699999999999955e-56	3	1	4	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5221818.1	64.1	213	1.35e-56	1.7629534699789815	0.9433962264150944	1	0.8112781244591328	0.28898309867585964	0.2142857142857143	1.604225352112676	1	-0.6042253521126759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10	SJKF01000003.1	Genbank	CDS	1528684	1528961	.	+	0	ID=cds-KAF4602011.1;Parent=rna-gnl|WGS:SJKF|EYR40_005212-T1_mrna;Dbxref=NCBI_GP:KAF4602011.1;Name=KAF4602011.1;Note=EggNog:ENOG410Q4CK~COG:S;gbkey=CDS;locus_tag=EYR40_005212;orig_transcript_id=gnl|WGS:SJKF|EYR40_005212-T1_mrna;product=hypothetical protein;protein_id=KAF4602011.1	4271997	NCBI_GP:KAF4602011.1	NA	CDS	NA	NA	NA	cds-KAF4602011.1	EYR40_005212	KAF4602011.1	EggNog:ENOG410Q4CK~COG:S	NA	gnl|WGS:SJKF|EYR40_005212-T1_mrna	rna-gnl|WGS:SJKF|EYR40_005212-T1_mrna	NA	hypothetical protein	KAF4602011.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	SJKF01000003.1_cds_KAF4602065.1_5179_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	kingdom	TFK43450.1	53.1	526	5.829999999999995e-151	41	1	42	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5220228.1	76.9	608	2.4399999999999998e-175	56.1330611929144	14.462081128747796	1	0.1623261801753929	0.0578217520342667	0.14965986394557818	24.440625	1	-23.440625	NA	NA	NA	K02342	102.27	25.3	6.4e-7	DNA polymerase III subunit epsilon [EC:2.7.7.7]	VOG31118	REFSEQ hypothetical protein	0.095	13.8	0	0.26	12.4	3	10	SJKF01000003.1	Genbank	CDS	1679483	1679496	.	+	0	ID=cds-KAF4602065.1;Parent=rna-gnl|WGS:SJKF|EYR40_005267-T1_mrna;Dbxref=InterPro:IPR012337,InterPro:IPR036397,NCBI_GP:KAF4602065.1;Name=KAF4602065.1;Note=EggNog:ENOG410PKPC~COG:S;Ontology_term=GO:0003676;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA;locus_tag=EYR40_005267;orig_transcript_id=gnl|WGS:SJKF|EYR40_005267-T1_mrna;product=hypothetical protein;protein_id=KAF4602065.1	4271997	InterPro:IPR012337,InterPro:IPR036397,NCBI_GP:KAF4602065.1	NA	CDS	NA	nucleic acid binding|0003676||IEA	NA	cds-KAF4602065.1	EYR40_005267	KAF4602065.1	EggNog:ENOG410PKPC~COG:S	GO:0003676	gnl|WGS:SJKF|EYR40_005267-T1_mrna	rna-gnl|WGS:SJKF|EYR40_005267-T1_mrna	NA	hypothetical protein	KAF4602065.1	NA	8	NA	NA	NA	NA	NA
Pleurotus	SJKF01000004.1_cds_KAF4599191.1_6175_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	kingdom	KAF4597981.1	56.4	357	3.16e-100	68	1	99	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAF9490677.1	86.9	610	4.4799999999999984e-176	174.6474160487194	52.32678386763185	0.9933333333333334	0.96113246782427	0.3423622928018748	0.2352092352092353	23.865573770491803	1	-22.865573770491803	NA	NA	NA	K19183	367.63	268.4	7.000000000000001e-81	festuclavine dehydrogenase [EC:1.5.1.44]	VOG00055	REFSEQ hypothetical protein	2.4e-7	31.2	0	2e-6	28.2	3	10	SJKF01000004.1	Genbank	CDS	776517	776574	.	-	0	ID=cds-KAF4599191.1;Parent=rna-gnl|WGS:SJKF|EYR40_006281-T1_mrna;Dbxref=InterPro:IPR016040,InterPro:IPR019901,InterPro:IPR036291,PFAM:PF05368,PFAM:PF13460,NCBI_GP:KAF4599191.1;Name=KAF4599191.1;Note=SECRETED:SignalP(1-18)~EggNog:ENOG410PN79~COG:G%2CM;gbkey=CDS;locus_tag=EYR40_006281;orig_transcript_id=gnl|WGS:SJKF|EYR40_006281-T1_mrna;product=hypothetical protein;protein_id=KAF4599191.1	4137492	InterPro:IPR016040,InterPro:IPR019901,InterPro:IPR036291,PFAM:PF05368,PFAM:PF13460,NCBI_GP:KAF4599191.1	NA	CDS	NA	NA	NA	cds-KAF4599191.1	EYR40_006281	KAF4599191.1	SECRETED:SignalP(1-18)~EggNog:ENOG410PN79~COG:G%2CM	NA	gnl|WGS:SJKF|EYR40_006281-T1_mrna	rna-gnl|WGS:SJKF|EYR40_006281-T1_mrna	NA	hypothetical protein	KAF4599191.1	NA	6	NA	NA	NA	NA	NA
Pleurotus	SJKF01000005.1_cds_KAF4597292.1_7614_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	order	TFK27772.1	50.2	509	1.1099999999999995e-145	40	2	42	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5220730.1	94.8	671	9.779999999999999e-195	112.95327415848544	27.45762711864407	1	0.2761954276479391	0.09838279637456963	0.15646258503401356	25.572280178837556	1.4366616989567809	-24.135618479880776	NA	NA	NA	K25730	173.07	10.3	0.02	vacuolar protein sorting-associated protein 26C	VOG34904	REFSEQ hypothetical protein	0.32	12.3	0	0.95	10.8	2	10	SJKF01000005.1	Genbank	CDS	1406879	1407558	.	-	0	ID=cds-KAF4597292.1;Parent=rna-gnl|WGS:SJKF|EYR40_007744-T1_mrna;Dbxref=InterPro:IPR011021,InterPro:IPR014752,PFAM:PF00339,NCBI_GP:KAF4597292.1;Name=KAF4597292.1;Note=EggNog:ENOG410Q31F;gbkey=CDS;locus_tag=EYR40_007744;orig_transcript_id=gnl|WGS:SJKF|EYR40_007744-T1_mrna;product=hypothetical protein;protein_id=KAF4597292.1	3374720	InterPro:IPR011021,InterPro:IPR014752,PFAM:PF00339,NCBI_GP:KAF4597292.1	NA	CDS	NA	NA	NA	cds-KAF4597292.1	EYR40_007744	KAF4597292.1	EggNog:ENOG410Q31F	NA	gnl|WGS:SJKF|EYR40_007744-T1_mrna	rna-gnl|WGS:SJKF|EYR40_007744-T1_mrna	NA	hypothetical protein	KAF4597292.1	NA	4	NA	NA	NA	NA	NA
Pleurotus	SJKF01000005.1_cds_KAF4597784.1_8106_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	genus	KAF4600358.1	51.8	315	2.0099999999999991e-87	4	2	6	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5221212.1	73	419	1.38e-118	71.75618910571728	28.337874659400544	1	0.9182958340544896	0.3271035759815648	0.23809523809523803	2.5298329355608593	1.4248210023866348	-1.1050119331742243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	10	SJKF01000005.1	Genbank	CDS	3196285	3196315	.	+	0	ID=cds-KAF4597784.1;Parent=rna-gnl|WGS:SJKF|EYR40_008251-T1_mrna;Dbxref=NCBI_GP:KAF4597784.1;Name=KAF4597784.1;Note=EggNog:ENOG410Q3FS;gbkey=CDS;locus_tag=EYR40_008251;orig_transcript_id=gnl|WGS:SJKF|EYR40_008251-T1_mrna;product=hypothetical protein;protein_id=KAF4597784.1	3374720	NCBI_GP:KAF4597784.1	NA	CDS	NA	NA	NA	cds-KAF4597784.1	EYR40_008251	KAF4597784.1	EggNog:ENOG410Q3FS	NA	gnl|WGS:SJKF|EYR40_008251-T1_mrna	rna-gnl|WGS:SJKF|EYR40_008251-T1_mrna	NA	hypothetical protein	KAF4597784.1	NA	7	NA	NA	NA	NA	NA
Pleurotus	SJKF01000008.1_cds_KAF4588449.1_9828_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	class	KAF9492915.1	58.2	492	1.2e-140	20	3	23	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5220530.1	87.6	602	9.939999999999999e-174	76.173647697923	20.10968921389397	1	0.5586293734521992	0.1989877977533247	0.18012422360248437	9.875415282392026	1.9186046511627903	-7.956810631229236	NA	NA	NA	NA	NA	NA	NA	NA	VOG28346	REFSEQ hypothetical protein	0.55	9.9	0	0.55	9.9	6	10	SJKF01000008.1	Genbank	CDS	267267	267724	.	+	0	ID=cds-KAF4588449.1;Parent=rna-gnl|WGS:SJKF|EYR40_010000-T1_mrna;Dbxref=NCBI_GP:KAF4588449.1;Name=KAF4588449.1;Note=EggNog:ENOG410Q4AA;gbkey=CDS;locus_tag=EYR40_010000;orig_transcript_id=gnl|WGS:SJKF|EYR40_010000-T1_mrna;product=hypothetical protein;protein_id=KAF4588449.1	2687368	NCBI_GP:KAF4588449.1	NA	CDS	NA	NA	NA	cds-KAF4588449.1	EYR40_010000	KAF4588449.1	EggNog:ENOG410Q4AA	NA	gnl|WGS:SJKF|EYR40_010000-T1_mrna	rna-gnl|WGS:SJKF|EYR40_010000-T1_mrna	NA	hypothetical protein	KAF4588449.1	NA	6	NA	NA	NA	NA	NA
Pleurotus	SJKF01000009.1_cds_KAF4586583.1_10418_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KDQ49123.1	92.1	184	2.0599999999999995e-47	17	1	32	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KDR65241.1	97.8	206	8.039999999999997e-54	14.75637255056894	11.282051282051285	0.9857142857142858	1.1628175871855553	0.414203981851104	0.2857142857142857	7.987378640776699	1	-6.987378640776699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	10	SJKF01000009.1	Genbank	CDS	103789	103877	.	-	0	ID=cds-KAF4586583.1;Parent=rna-gnl|WGS:SJKF|EYR40_010595-T1_mrna;Dbxref=NCBI_GP:KAF4586583.1;Name=KAF4586583.1;gbkey=CDS;locus_tag=EYR40_010595;orig_transcript_id=gnl|WGS:SJKF|EYR40_010595-T1_mrna;product=hypothetical protein;protein_id=KAF4586583.1	2156905	NCBI_GP:KAF4586583.1	NA	CDS	NA	NA	NA	cds-KAF4586583.1	EYR40_010595	KAF4586583.1	NA	NA	gnl|WGS:SJKF|EYR40_010595-T1_mrna	rna-gnl|WGS:SJKF|EYR40_010595-T1_mrna	NA	hypothetical protein	KAF4586583.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	SJKF01000010.1_cds_KAF4584959.1_1755_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	class	KAF9494384.1	61.2	461	2.0199999999999984e-131	9	1	10	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAG5219768.1	64.7	476	5.57e-136	10.498627922444143	3.2017075773746	1	0.4689955935892812	0.16705960115849502	0.17142857142857135	3.9300420168067225	1	-2.9300420168067225	NA	NA	NA	K24871	565.67	15.1	9.4e-4	ureidoglycine carbamoyltransferase [EC:2.1.3.16]	VOG08193	REFSEQ hypothetical protein	0.1	12.6	0.2	0.14	12.2	1	10	SJKF01000010.1	Genbank	CDS	626594	626896	.	+	0	ID=cds-KAF4584959.1;Parent=rna-gnl|WGS:SJKF|EYR40_001785-T1_mrna;Dbxref=NCBI_GP:KAF4584959.1;Name=KAF4584959.1;gbkey=CDS;locus_tag=EYR40_001785;orig_transcript_id=gnl|WGS:SJKF|EYR40_001785-T1_mrna;product=hypothetical protein;protein_id=KAF4584959.1	2006381	NCBI_GP:KAF4584959.1	NA	CDS	NA	NA	NA	cds-KAF4584959.1	EYR40_001785	KAF4584959.1	NA	NA	gnl|WGS:SJKF|EYR40_001785-T1_mrna	rna-gnl|WGS:SJKF|EYR40_001785-T1_mrna	NA	hypothetical protein	KAF4584959.1	NA	6	NA	NA	NA	NA	NA
Pleurotus	SJKF01000011.1_cds_KAF4583697.1_2147_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	class	KAF4601756.1	68.7	722	6.62e-210	17	1	20	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAF4598810.1	54.5	948	2.92e-278	6.6199845605297e-10	27.065868263473053	0.9	0.7475846798245739	0.26629503592536286	0.20000000000000007	5.680168776371308	1	-4.680168776371308	NA	NA	NA	K18141	571.2	13.2	0.0025	membrane fusion protein, multidrug efflux system	NA	NA	NA	NA	NA	NA	NA	1	10	SJKF01000011.1	Genbank	CDS	217298	217347	.	+	0	ID=cds-KAF4583697.1;Parent=rna-gnl|WGS:SJKF|EYR40_002188-T1_mrna;Dbxref=NCBI_GP:KAF4583697.1;Name=KAF4583697.1;Note=EggNog:ENOG410Q31C;gbkey=CDS;locus_tag=EYR40_002188;orig_transcript_id=gnl|WGS:SJKF|EYR40_002188-T1_mrna;product=hypothetical protein;protein_id=KAF4583697.1	1759240	NCBI_GP:KAF4583697.1	NA	CDS	NA	NA	NA	cds-KAF4583697.1	EYR40_002188	KAF4583697.1	EggNog:ENOG410Q31C	NA	gnl|WGS:SJKF|EYR40_002188-T1_mrna	rna-gnl|WGS:SJKF|EYR40_002188-T1_mrna	NA	hypothetical protein	KAF4583697.1	NA	10	NA	NA	NA	NA	NA
